39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
51, Adm-clerical,40, Female, Some-college, State-gov, <=50K
25, Transport-moving,45, Male, 9th, Private, <=50K
60, ?,40, Male, Masters, ?, <=50K
22, Transport-moving,40, Male, Some-college, Private, <=50K
29, Exec-managerial,50, Female, Bachelors, Private, >50K
20, Sales,40, Male, HS-grad, Private, <=50K
42, Craft-repair,40, Male, 7th-8th, Private, <=50K
18, Machine-op-inspct,20, Male, HS-grad, Private, <=50K
23, Machine-op-inspct,40, Female, 10th, Private, <=50K
28, Adm-clerical,40, Male, Bachelors, Private, >50K
55, Prof-specialty,40, Female, Bachelors, Private, >50K
40, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
52, Sales,50, Male, Some-college, Private, <=50K
37, Machine-op-inspct,40, Male, HS-grad, Private, >50K
21, Sales,22, Female, Some-college, Private, <=50K
35, Other-service,60, Male, Assoc-voc, Private, <=50K
45, Machine-op-inspct,48, Male, Some-college, Private, <=50K
39, Adm-clerical,40, Female, HS-grad, Private, <=50K
54, Craft-repair,44, Male, HS-grad, Private, <=50K
42, Sales,40, Female, 7th-8th, Private, <=50K
26, ?,20, Female, Some-college, ?, <=50K
59, Craft-repair,40, Male, Assoc-acdm, Self-emp-inc, <=50K
42, Sales,40, Female, HS-grad, Private, >50K
22, Protective-serv,20, Female, Some-college, Private, <=50K
33, Prof-specialty,40, Female, Bachelors, Private, <=50K
39, Machine-op-inspct,40, Male, Some-college, Private, >50K
18, Farming-fishing,70, Male, 11th, Self-emp-inc, <=50K
46, Sales,60, Male, Some-college, Private, >50K
24, Other-service,40, Male, Bachelors, Private, <=50K
28, Handlers-cleaners,30, Female, Assoc-voc, Private, <=50K
21, Adm-clerical,43, Female, HS-grad, State-gov, <=50K
22, Craft-repair,30, Male, 11th, Private, <=50K
61, Handlers-cleaners,40, Male, 5th-6th, Private, >50K
56, Adm-clerical,40, Male, Some-college, Federal-gov, <=50K
21, Sales,20, Female, Some-college, Private, <=50K
17, Handlers-cleaners,26, Male, 10th, Private, <=50K
29, Handlers-cleaners,40, Male, Some-college, Private, >50K
28, Protective-serv,40, Male, HS-grad, Local-gov, >50K
62, Adm-clerical,38, Female, HS-grad, Private, <=50K
39, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
30, Protective-serv,40, Male, HS-grad, Local-gov, <=50K
20, ?,40, Male, 11th, ?, <=50K
18, Adm-clerical,12, Male, 11th, Local-gov, <=50K
54, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
49, Transport-moving,40, Male, Some-college, Private, >50K
33, Prof-specialty,50, Male, Doctorate, State-gov, <=50K
50, Sales,40, Male, Bachelors, Private, >50K
57, Other-service,78, Male, HS-grad, Private, <=50K
50, Adm-clerical,40, Female, HS-grad, State-gov, <=50K
45, Exec-managerial,40, Male, Bachelors, Private, >50K
41, Exec-managerial,40, Male, Some-college, Private, >50K
23, Machine-op-inspct,48, Male, HS-grad, Private, <=50K
23, Sales,40, Female, Bachelors, Private, <=50K
47, Adm-clerical,40, Female, HS-grad, Private, <=50K
39, Exec-managerial,50, Male, Bachelors, Self-emp-not-inc, <=50K
29, Machine-op-inspct,48, Male, Assoc-voc, Private, >50K
46, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
18, Handlers-cleaners,40, Male, 5th-6th, Private, <=50K
68, Craft-repair,40, Male, 7th-8th, Private, <=50K
62, Tech-support,40, Male, Assoc-voc, Private, >50K
43, Tech-support,40, Male, Assoc-acdm, Private, <=50K
35, Craft-repair,40, Male, HS-grad, Private, <=50K
21, Adm-clerical,40, Female, HS-grad, Private, <=50K
21, Handlers-cleaners,40, Male, Some-college, State-gov, <=50K
41, Craft-repair,45, Female, Assoc-voc, Local-gov, <=50K
61, Transport-moving,40, Male, HS-grad, Private, <=50K
24, Craft-repair,50, Male, HS-grad, Private, <=50K
21, Protective-serv,40, Male, HS-grad, Private, <=50K
36, Other-service,40, Male, 5th-6th, State-gov, <=50K
37, Protective-serv,40, Female, Assoc-voc, Local-gov, <=50K
69, Transport-moving,60, Male, 12th, Private, >50K
49, Exec-managerial,50, Female, Some-college, Federal-gov, <=50K
55, Farming-fishing,53, Male, HS-grad, Private, >50K
21, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
18, Other-service,40, Male, 10th, Private, <=50K
26, Prof-specialty,40, Male, HS-grad, Private, <=50K
20, ?,18, Female, Some-college, ?, <=50K
46, Farming-fishing,55, Male, HS-grad, Private, <=50K
23, Craft-repair,40, Male, 10th, Private, <=50K
48, Craft-repair,40, Male, HS-grad, Private, >50K
36, Craft-repair,48, Male, HS-grad, Private, >50K
42, Prof-specialty,40, Male, Masters, State-gov, <=50K
41, Prof-specialty,38, Male, Masters, Local-gov, >50K
45, Sales,40, Female, Assoc-acdm, Private, <=50K
52, Craft-repair,40, Male, HS-grad, Private, <=50K
22, Prof-specialty,18, Female, Bachelors, Local-gov, <=50K
20, Machine-op-inspct,40, Female, Some-college, Private, <=50K
27, Machine-op-inspct,43, Male, HS-grad, Private, <=50K
36, Exec-managerial,40, Male, HS-grad, Private, <=50K
34, Transport-moving,52, Male, HS-grad, Private, <=50K
38, Prof-specialty,50, Male, Masters, Private, >50K
20, ?,40, Female, Some-college, ?, <=50K
47, Sales,45, Female, HS-grad, Private, <=50K
21, Craft-repair,50, Male, HS-grad, Private, <=50K
33, Transport-moving,40, Male, HS-grad, Private, <=50K
31, Protective-serv,40, Male, Assoc-acdm, Local-gov, <=50K
61, Craft-repair,40, Male, 12th, Private, <=50K
46, Handlers-cleaners,45, Male, 10th, Private, <=50K
55, Prof-specialty,40, Male, Masters, Local-gov, >50K
19, Prof-specialty,40, Male, Some-college, State-gov, <=50K
39, Machine-op-inspct,40, Male, HS-grad, Private, >50K
61, Other-service,40, Male, HS-grad, Private, <=50K
28, Handlers-cleaners,40, Male, Some-college, Private, <=50K
28, Transport-moving,40, Male, 10th, Private, <=50K
61, ?,38, Male, HS-grad, ?, >50K
61, Craft-repair,37, Male, HS-grad, Private, <=50K
54, Sales,40, Male, Some-college, Private, <=50K
50, Machine-op-inspct,70, Male, Some-college, Self-emp-inc, <=50K
37, Prof-specialty,45, Female, Masters, Local-gov, >50K
17, ?,30, Female, 11th, ?, <=50K
56, Sales,4, Female, HS-grad, Private, <=50K
31, Exec-managerial,50, Female, Bachelors, Private, >50K
32, Exec-managerial,55, Female, Bachelors, State-gov, >50K
28, Other-service,40, Female, 11th, Private, <=50K
34, Tech-support,40, Male, Assoc-voc, Private, <=50K
33, Other-service,25, Female, 10th, Private, <=50K
42, Adm-clerical,35, Female, Assoc-voc, Private, <=50K
64, Craft-repair,48, Male, Assoc-voc, Private, <=50K
29, Handlers-cleaners,20, Male, Some-college, Private, <=50K
41, ?,32, Male, 5th-6th, ?, <=50K
45, Transport-moving,40, Male, Some-college, Private, <=50K
48, Prof-specialty,45, Male, Masters, Private, >50K
44, Tech-support,38, Female, Some-college, Private, <=50K
34, Adm-clerical,40, Male, Some-college, Federal-gov, <=50K
40, Machine-op-inspct,45, Male, HS-grad, Private, <=50K
45, Craft-repair,40, Male, HS-grad, Private, <=50K
23, Other-service,20, Female, Some-college, Private, <=50K
51, Prof-specialty,55, Male, Bachelors, Private, >50K
24, Craft-repair,50, Male, HS-grad, Private, <=50K
57, Prof-specialty,40, Male, Bachelors, Private, >50K
23, Adm-clerical,40, Female, Some-college, Private, <=50K
34, Farming-fishing,40, Male, Some-college, Private, >50K
36, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
56, Prof-specialty,32, Male, Prof-school, Self-emp-inc, >50K
42, Exec-managerial,40, Female, HS-grad, Private, <=50K
45, Exec-managerial,60, Male, Bachelors, Self-emp-inc, <=50K
38, Prof-specialty,70, Male, Bachelors, Private, >50K
29, Protective-serv,40, Male, Assoc-voc, Local-gov, >50K
54, Prof-specialty,40, Male, Bachelors, Private, <=50K
40, Machine-op-inspct,40, Male, HS-grad, Private, >50K
29, Transport-moving,40, Male, HS-grad, Private, <=50K
35, Exec-managerial,40, Male, Bachelors, Federal-gov, <=50K
47, Exec-managerial,37, Female, HS-grad, Private, <=50K
51, Exec-managerial,43, Female, Assoc-voc, Private, <=50K
28, Other-service,40, Male, HS-grad, Private, <=50K
58, Machine-op-inspct,45, Male, HS-grad, Private, >50K
24, Machine-op-inspct,25, Female, HS-grad, Private, <=50K
46, Exec-managerial,40, Male, HS-grad, State-gov, <=50K
57, Machine-op-inspct,48, Male, 10th, Private, <=50K
22, Handlers-cleaners,20, Male, HS-grad, Private, <=50K
28, Tech-support,30, Male, Bachelors, Private, <=50K
17, ?,25, Male, 10th, ?, <=50K
23, Sales,60, Male, HS-grad, Private, <=50K
19, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
66, Prof-specialty,35, Female, HS-grad, State-gov, <=50K
38, Exec-managerial,55, Male, Some-college, Private, <=50K
39, Exec-managerial,40, Female, Some-college, Federal-gov, <=50K
39, ?,40, Male, 12th, ?, <=50K
47, Machine-op-inspct,40, Male, HS-grad, Private, >50K
39, Transport-moving,60, Male, HS-grad, Private, <=50K
22, Transport-moving,40, Male, Some-college, Private, <=50K
36, Craft-repair,30, Male, HS-grad, Private, <=50K
32, Machine-op-inspct,40, Male, Some-college, Private, <=50K
29, ?,40, Male, HS-grad, ?, <=50K
43, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
51, Craft-repair,40, Male, HS-grad, Private, <=50K
42, Craft-repair,60, Male, 5th-6th, Private, <=50K
32, Adm-clerical,40, Female, 12th, State-gov, <=50K
34, Adm-clerical,40, Male, Some-college, Private, <=50K
51, Craft-repair,57, Male, Assoc-voc, Private, <=50K
38, Sales,44, Male, Bachelors, Private, <=50K
21, Handlers-cleaners,20, Male, HS-grad, Private, <=50K
33, Other-service,15, Female, Bachelors, Self-emp-not-inc, <=50K
34, Craft-repair,40, Male, HS-grad, Private, <=50K
32, Exec-managerial,40, Male, HS-grad, Private, <=50K
38, ?,15, Male, Assoc-voc, ?, <=50K
27, Other-service,60, Male, HS-grad, Self-emp-not-inc, >50K
35, Sales,50, Male, Some-college, Self-emp-inc, >50K
29, Prof-specialty,50, Male, Bachelors, State-gov, <=50K
40, Craft-repair,40, Male, HS-grad, Private, <=50K
46, Farming-fishing,30, Male, 7th-8th, Private, <=50K
37, Other-service,30, Female, HS-grad, Private, <=50K
38, Craft-repair,25, Male, HS-grad, Self-emp-not-inc, <=50K
37, Exec-managerial,60, Male, Some-college, Private, >50K
44, Prof-specialty,45, Male, Bachelors, Private, >50K
25, Prof-specialty,30, Male, Masters, Private, <=50K
38, Sales,42, Male, HS-grad, Private, <=50K
34, Adm-clerical,10, Female, Assoc-acdm, Local-gov, <=50K
50, Sales,60, Male, HS-grad, Self-emp-not-inc, >50K
46, Exec-managerial,50, Male, Some-college, Private, >50K
20, Handlers-cleaners,30, Male, 5th-6th, Private, <=50K
47, Exec-managerial,38, Male, Assoc-voc, State-gov, >50K
46, Prof-specialty,60, Male, Doctorate, Private, >50K
34, Sales,40, Male, Assoc-acdm, Private, <=50K
61, Transport-moving,40, Male, HS-grad, Private, <=50K
55, Prof-specialty,37, Female, Some-college, State-gov, <=50K
36, Transport-moving,35, Male, HS-grad, Private, <=50K
28, Exec-managerial,40, Female, Some-college, Private, >50K
22, Other-service,40, Male, HS-grad, Private, <=50K
34, Sales,35, Female, Some-college, Private, <=50K
33, Machine-op-inspct,40, Male, Some-college, Private, <=50K
27, Other-service,32, Female, HS-grad, Private, <=50K
43, Handlers-cleaners,12, Male, Masters, Federal-gov, <=50K
55, Craft-repair,40, Male, 10th, Private, >50K
39, Other-service,15, Female, 10th, Self-emp-not-inc, <=50K
20, Other-service,33, Male, Some-college, Private, <=50K
38, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
30, Craft-repair,40, Male, Some-college, Private, <=50K
21, Other-service,42, Male, 11th, Private, <=50K
60, Prof-specialty,30, Male, HS-grad, Private, <=50K
43, Handlers-cleaners,40, Male, Some-college, Private, <=50K
36, Craft-repair,45, Male, HS-grad, Private, >50K
23, Other-service,48, Female, Some-college, Private, <=50K
57, Handlers-cleaners,40, Male, Some-college, Local-gov, >50K
25, Handlers-cleaners,40, Male, HS-grad, Local-gov, <=50K
38, Other-service,32, Female, HS-grad, Private, <=50K
22, Craft-repair,35, Male, HS-grad, Private, <=50K
23, Craft-repair,40, Male, 5th-6th, Private, <=50K
61, Sales,44, Female, HS-grad, Self-emp-not-inc, <=50K
28, Craft-repair,46, Male, Some-college, Private, <=50K
17, ?,10, Female, 11th, ?, <=50K
21, Other-service,25, Female, Some-college, Private, <=50K
49, Prof-specialty,40, Male, Masters, Private, <=50K
37, Craft-repair,35, Male, 12th, Private, <=50K
23, Other-service,40, Female, Some-college, Private, <=50K
38, Prof-specialty,50, Male, Some-college, Self-emp-not-inc, <=50K
34, Prof-specialty,46, Female, Bachelors, Local-gov, >50K
21, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
27, Exec-managerial,40, Male, Some-college, State-gov, >50K
57, Craft-repair,84, Male, HS-grad, Private, >50K
22, Handlers-cleaners,25, Male, HS-grad, Private, <=50K
20, Adm-clerical,35, Female, Some-college, Private, <=50K
49, Prof-specialty,65, Female, Some-college, Self-emp-inc, >50K
38, Craft-repair,40, Male, HS-grad, Private, <=50K
40, Tech-support,40, Male, Bachelors, Private, <=50K
44, Craft-repair,40, Male, HS-grad, Private, <=50K
37, Adm-clerical,20, Female, Some-college, Self-emp-not-inc, <=50K
57, Prof-specialty,30, Male, Masters, Private, <=50K
56, Other-service,30, Female, 7th-8th, Private, <=50K
41, Prof-specialty,80, Male, Assoc-acdm, Private, <=50K
50, Other-service,60, Male, HS-grad, Self-emp-not-inc, <=50K
33, Machine-op-inspct,50, Male, 9th, Private, <=50K
29, Sales,20, Male, Masters, Private, <=50K
28, Exec-managerial,40, Male, Bachelors, Federal-gov, >50K
35, Machine-op-inspct,50, Male, 10th, Private, <=50K
36, Craft-repair,40, Male, HS-grad, Private, <=50K
45, Prof-specialty,35, Female, Doctorate, Private, >50K
30, Craft-repair,40, Male, Assoc-acdm, Self-emp-not-inc, <=50K
35, Other-service,60, Male, HS-grad, Self-emp-inc, <=50K
27, Sales,40, Male, Assoc-voc, Private, <=50K
22, Exec-managerial,40, Male, HS-grad, Private, <=50K
24, Handlers-cleaners,30, Male, Some-college, Private, <=50K
47, Prof-specialty,50, Male, Bachelors, Private, >50K
47, Exec-managerial,40, Male, Some-college, Private, >50K
18, Other-service,15, Female, 11th, Private, <=50K
18, Adm-clerical,30, Male, Some-college, Private, <=50K
31, Protective-serv,47, Male, HS-grad, Local-gov, >50K
43, Other-service,30, Female, Masters, Self-emp-not-inc, <=50K
45, Transport-moving,40, Male, HS-grad, Private, <=50K
39, Transport-moving,40, Male, HS-grad, Private, <=50K
30, Adm-clerical,50, Male, Bachelors, Private, <=50K
22, Adm-clerical,35, Female, Some-college, Private, <=50K
30, Farming-fishing,85, Male, HS-grad, Self-emp-not-inc, <=50K
36, Prof-specialty,60, Male, Doctorate, Private, >50K
20, Prof-specialty,30, Male, Assoc-acdm, State-gov, <=50K
61, ?,20, Male, 1st-4th, ?, <=50K
27, Transport-moving,45, Male, HS-grad, Private, <=50K
59, Exec-managerial,60, Male, Some-college, Local-gov, >50K
60, Craft-repair,40, Male, HS-grad, Private, <=50K
43, Exec-managerial,40, Female, Bachelors, Private, <=50K
35, Transport-moving,60, Male, HS-grad, Private, <=50K
40, Adm-clerical,50, Male, Bachelors, Private, >50K
20, Handlers-cleaners,35, Male, 11th, Private, <=50K
47, Exec-managerial,40, Male, Masters, Private, <=50K
40, Prof-specialty,50, Male, Assoc-acdm, Private, <=50K
20, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
75, ?,13, Male, Some-college, ?, <=50K
25, Adm-clerical,40, Female, Some-college, Private, <=50K
47, Prof-specialty,40, Male, Assoc-voc, Private, >50K
29, Sales,40, Female, Assoc-acdm, Self-emp-not-inc, >50K
34, Transport-moving,45, Male, HS-grad, Private, <=50K
45, Prof-specialty,40, Female, Bachelors, State-gov, <=50K
23, Handlers-cleaners,50, Male, Some-college, Private, <=50K
46, Adm-clerical,40, Female, Assoc-acdm, Private, <=50K
41, Machine-op-inspct,38, Female, Some-college, State-gov, <=50K
29, Prof-specialty,40, Male, Bachelors, Private, >50K
17, Handlers-cleaners,20, Male, 11th, Private, <=50K
39, Craft-repair,40, Male, 9th, Private, <=50K
37, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
34, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
20, Craft-repair,40, Male, HS-grad, Private, <=50K
18, ?,38, Female, HS-grad, ?, <=50K
52, Craft-repair,40, Male, Assoc-voc, Private, >50K
42, Prof-specialty,40, Female, Assoc-acdm, Local-gov, <=50K
22, Craft-repair,35, Male, 5th-6th, Private, <=50K
66, Exec-managerial,55, Female, Some-college, State-gov, <=50K
35, Transport-moving,65, Male, HS-grad, Private, <=50K
40, Prof-specialty,40, Male, Assoc-acdm, Local-gov, >50K
21, Sales,38, Female, HS-grad, Private, <=50K
51, Protective-serv,52, Male, HS-grad, Local-gov, <=50K
34, Craft-repair,40, Male, 10th, Private, <=50K
24, Craft-repair,40, Male, HS-grad, Private, <=50K
43, Adm-clerical,40, Female, Bachelors, Private, <=50K
34, Exec-managerial,40, Female, Bachelors, Private, >50K
42, Prof-specialty,40, Female, Masters, Local-gov, <=50K
41, Craft-repair,30, Male, Assoc-voc, Private, <=50K
21, Transport-moving,40, Female, HS-grad, Private, <=50K
64, Protective-serv,10, Male, 7th-8th, Local-gov, <=50K
24, Adm-clerical,40, Female, HS-grad, Federal-gov, <=50K
23, Handlers-cleaners,10, Male, Some-college, Private, <=50K
29, Sales,50, Male, HS-grad, Private, <=50K
44, Exec-managerial,60, Female, HS-grad, Self-emp-not-inc, <=50K
28, Prof-specialty,55, Male, Bachelors, Private, <=50K
33, Sales,50, Male, HS-grad, Self-emp-inc, >50K
35, Craft-repair,40, Male, Some-college, Private, <=50K
41, Craft-repair,40, Female, 10th, Private, <=50K
42, Sales,40, Male, Bachelors, Private, >50K
51, Exec-managerial,99, Male, Some-college, Self-emp-not-inc, >50K
32, Other-service,40, Female, 11th, Private, <=50K
37, Craft-repair,40, Male, HS-grad, Private, <=50K
18, Sales,25, Female, 11th, Private, <=50K
24, Other-service,35, Female, Assoc-voc, Private, <=50K
29, ?,40, Female, Some-college, ?, <=50K
45, Adm-clerical,40, Male, Some-college, Private, <=50K
52, Exec-managerial,45, Male, Bachelors, Federal-gov, >50K
35, Other-service,40, Female, HS-grad, Private, <=50K
46, Exec-managerial,50, Female, Bachelors, Self-emp-inc, <=50K
63, Exec-managerial,50, Male, HS-grad, Private, >50K
32, Prof-specialty,35, Female, Bachelors, Local-gov, >50K
24, Other-service,15, Female, HS-grad, Private, <=50K
72, ?,32, Male, Some-college, ?, <=50K
35, ?,10, Male, Some-college, ?, <=50K
29, Adm-clerical,40, Female, Bachelors, Private, <=50K
35, Exec-managerial,50, Male, Bachelors, Private, >50K
70, Handlers-cleaners,32, Male, 10th, Private, <=50K
65, ?,48, Male, Bachelors, ?, >50K
36, Machine-op-inspct,30, Female, HS-grad, Private, <=50K
53, Other-service,30, Male, HS-grad, Private, >50K
49, Transport-moving,40, Male, HS-grad, Local-gov, <=50K
60, Exec-managerial,40, Male, Prof-school, Private, >50K
18, Handlers-cleaners,40, Male, 11th, Private, <=50K
21, Other-service,35, Male, Some-college, Private, <=50K
42, Transport-moving,40, Male, 10th, Private, <=50K
25, Prof-specialty,37, Female, Masters, State-gov, <=50K
